"Professor_ID","Professor_Name","Role","University","Department","Previous_Education_1_Programme","Previous_Education_1_Institution","Previous_Education_1_Year","Previous_Education_2_Programme","Previous_Education_2_Institution","Previous_Education_2_Year","Previous_Education_3_Programme","Previous_Education_3_Institution","Previous_Education_3_Year","Previous_Education_4_Programme","Previous_Education_4_Institution","Previous_Education_4_Year","Previous_Education_5_Programme","Previous_Education_5_Institution","Previous_Education_5_Year","Total_Publications"
117174,"Dr Namrata Singha Roy","Assistant Professor","Christ University","Department of Economics","Ph.D.","Calcutta University",2017,"M.Sc.","Calcutta University",2009,"B.Sc.","Calcutta University",2007,,,,,,,11
265771,"Dr Nandini Daniari","Assistant Professor","Ananda Mohan College","Economics","PhD","Jadavpur University",2021,"M.Sc.","Calcutta University",1997,,,,,,,,,,1
434790,"Dr Nandini K","Assistant Professor (Grade-I)","Ethiraj College for Women, Chennai","Department of Economics","Ph.D","Ethiraj College for Women, Chennai",2019,"M.A. Economics","Ethiraj College for Women, Chennai",2012,"B.A. Economics","Ethiraj College for Women, Chennai",2010,,,,,,,8
61568,"Dr Natalie West Kharkongor","Associate Professor","Indian Institute of Management, Shillong","Economics and Public Policy","PhD","North Eastern Hill University",2001,,,,,,,,,,,,,2
207427,"Dr Nausheen Nizami","Associate Professor","Pandit Deendyal Energy University","Department of Social Sciences","Ph.D","Indira Gandhi National Open University, New Delhi",2014,,,,,,,,,,,,,3
88695,"Dr  Navitha Thimmaiah","Assistant Professor","Mysore University","Department of Economics and Cooperation","Ph.D","University of Mysore",1999,,,,,,,,,,,,,
339255,"Dr Navlata ","Assistant Professor","Munger University","Department of Economics","PhD","",,,,,,,,,,,,,,
458466,"Dr Navyashree  G R","Visiting Faculty","Indian Institute of Information Technology, Dharwad","Humanities and Sciences",,,,,,,,,,,,,,,,
436362,"Dr Neelam Choudhary","Assistant Professor - Senior Scale","University of Jammu","Directorate of Distance Education",,,,,,,,,,,,,,,,
286311,"Dr Neelu S Kumar","Assistant Professor","Kristu Jayanti College","Department of Economics","Ph. D","Bharathiar University",2022,,,,,,,,,,,,,3
26813,"Dr Neena ","Associate Professor","Guru Nanak Dev University","Department of Economics","Ph D.","",,,,,,,,,,,,,,1
114376,"Prof Neeraj Sharma","Professor","Panjab University, Chandigarh","Department of Evening Studies, Multi Disciplinary Research Centre","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,3
341638,"Dr Neeraja James","Assistant Professor","St. Alberts College, Ernakulam","Department of Economics","Ph.D","Cochin University of Science and Technology",2021,,,,,,,,,,,,,
132831,"Dr Neeru Sidana","Assistant Professor","Amity University, Noida","Amity School of Economics (Noida)","PhD","",,,,,,,,,,,,,,
155812,"Dr Neha  Gupta","Assistant Professor","Indian Institute of Technology Bombay","Department of Humanities and Social Sciences","Ph.D","Delhi School of Economics, University of Delhi",2013,,,,,,,,,,,,,
318500,"Dr Neha Goyal","Assistant Professor","IMS Unison University","School of Management","MA Women and Gender Studies","IGNOU, DELHI",2022,"PhD","ALIGARH MUSLIM UNIVERSITY",2021,"MA Economics","MAHARISHI DAYANAND UNIVERSITY, ROHTAK",2015,"BA Economics","DELHI UNIVERSITY",2013,,,,6
303698,"Dr Neha Jaiswal","Assistant Professor","Bennett University","Law","PhD","Indian Institute of Technology Kharagpur",2019,,,,,,,,,,,,,2
197064,"Dr Nethrayini  K R","Assistant Professor","University of Agricultural Sciences, Bangalore","Agricultural Economics","PhD","University of Agricultural Sciences, Dharwad",2013,,,,,,,,,,,,,19
469877,"Dr Nida Rahman","Assistant Professor - Senior Scale","University of Petroleum and Energy Studies","Department of Economics and International Business","PhD","Aligarh Muslim University",2020,"M.Phil","Aligarh Muslim University",2016,,,,,,,,,,6
